horizon,alg_index,hardware_spec,embedding_index,acc
1,0,fake_johannesburg,0,0.500001
1,0,fake_johannesburg,1,0.499999
1,0,fake_johannesburg,2,0.5
1,0,fake_johannesburg,3,0.5
1,0,fake_almaden,0,0.5000005
1,0,fake_almaden,1,0.5
1,0,fake_almaden,2,0.4999985
1,0,fake_almaden,3,0.5
1,0,fake_boeblingen,0,0.5
1,0,fake_boeblingen,1,0.5000005
1,0,fake_boeblingen,2,0.5000005
1,0,fake_boeblingen,3,0.4999985
1,0,fake_poughkeepsie,0,0.499999
1,0,fake_poughkeepsie,1,0.5000015
1,0,fake_poughkeepsie,2,0.500001
1,0,fake_poughkeepsie,3,0.4999995
1,0,fake_singapore,0,0.4999995
1,0,fake_singapore,1,0.5000015
1,0,fake_singapore,2,0.4999995
1,0,fake_singapore,3,0.4999995
1,0,fake_tokyo,0,0.5
1,0,fake_tokyo,1,0.5000005
1,0,fake_tokyo,2,0.5000005
1,0,fake_tokyo,3,0.500001
1,0,fake_tokyo,4,0.4999995
1,0,fake_hanoi,0,0.5000005
1,0,fake_hanoi,1,0.5000015
1,0,fake_hanoi,2,0.4999995
1,0,fake_hanoi,3,0.5000005
1,0,fake_cairo,0,0.499999
1,0,fake_cairo,1,0.500001
1,0,fake_cairo,2,0.499999
1,0,fake_cairo,3,0.4999995
1,0,fake_mumbai,0,0.4999995
1,0,fake_mumbai,1,0.4999995
1,0,fake_mumbai,2,0.5
1,0,fake_mumbai,3,0.5
1,0,fake_kolkata,0,0.5
1,0,fake_kolkata,1,0.4999995
1,0,fake_kolkata,2,0.500001
1,0,fake_kolkata,3,0.500001
1,0,fake_auckland,0,0.5
1,0,fake_auckland,1,0.4999995
1,0,fake_geneva,0,0.5000005
1,0,fake_geneva,1,0.5000015
1,0,fake_montreal,0,0.5000015
1,0,fake_montreal,1,0.4999985
1,0,fake_montreal,2,0.4999985
1,0,fake_paris,0,0.5
1,0,fake_paris,1,0.500001
1,0,fake_paris,2,0.5
1,0,fake_sydney,0,0.5
1,0,fake_sydney,1,0.499999
1,0,fake_toronto,0,0.4999995
1,0,fake_toronto,1,0.5
1,0,fake_toronto,2,0.4999985
1,0,fake_brooklyn,0,0.4999985
1,0,fake_brooklyn,1,0.499999
1,0,fake_brooklyn,2,0.5
1,0,fake_brooklyn,3,0.4999985
1,0,fake_manhattan,0,0.4999995
1,0,fake_manhattan,1,0.499999
1,0,fake_manhattan,2,0.5
1,0,fake_manhattan,3,0.499999
1,0,fake_manhattan,4,0.4999995
1,0,fake_cambridge,0,0.4999985
1,0,fake_cambridge,1,0.5000005
1,0,fake_cambridge,2,0.5000015
1,0,fake_cambridge,3,0.5000005
1,0,fake_guadalupe,0,0.499999
1,0,fake_guadalupe,1,0.4999995
1,0,fake_melbourne,0,0.500001
1,0,fake_melbourne,1,0.4999995
1,0,fake_melbourne,2,0.5000005
1,0,fake_melbourne,3,0.4999995
1,0,fake_rochester,0,0.4999985
1,0,fake_rochester,1,0.5000015
1,0,fake_rochester,2,0.5
1,0,fake_rochester,3,0.5000015
1,0,fake_rochester,4,0.499999
1,0,fake_washington,0,0.500001
1,0,fake_washington,1,0.5000015
1,0,fake_washington,2,0.5000005
1,1,fake_johannesburg,0,0.4999995
1,1,fake_johannesburg,1,0.5000005
1,1,fake_johannesburg,2,0.5000005
1,1,fake_johannesburg,3,0.4999995
1,1,fake_almaden,0,0.4999995
1,1,fake_almaden,1,0.4999995
1,1,fake_almaden,2,0.5
1,1,fake_almaden,3,0.4999995
1,1,fake_boeblingen,0,0.5000005
1,1,fake_boeblingen,1,0.4999995
1,1,fake_boeblingen,2,0.5
1,1,fake_boeblingen,3,0.5000005
1,1,fake_poughkeepsie,0,0.5
1,1,fake_poughkeepsie,1,0.5
1,1,fake_poughkeepsie,2,0.5
1,1,fake_poughkeepsie,3,0.5000005
1,1,fake_singapore,0,0.5
1,1,fake_singapore,1,0.5000005
1,1,fake_singapore,2,0.4999995
1,1,fake_singapore,3,0.5000005
1,1,fake_tokyo,0,0.4999995
1,1,fake_tokyo,1,0.4999995
1,1,fake_tokyo,2,0.5000005
1,1,fake_tokyo,3,0.4999995
1,1,fake_tokyo,4,0.5
1,1,fake_hanoi,0,0.4999995
1,1,fake_hanoi,1,0.5
1,1,fake_hanoi,2,0.5000005
1,1,fake_hanoi,3,0.5000005
1,1,fake_cairo,0,0.4999995
1,1,fake_cairo,1,0.4999995
1,1,fake_cairo,2,0.4999995
1,1,fake_cairo,3,0.5
1,1,fake_mumbai,0,0.5000005
1,1,fake_mumbai,1,0.5000005
1,1,fake_mumbai,2,0.5
1,1,fake_mumbai,3,0.5
1,1,fake_kolkata,0,0.4999995
1,1,fake_kolkata,1,0.5
1,1,fake_kolkata,2,0.5
1,1,fake_kolkata,3,0.5000005
1,1,fake_auckland,0,0.4999995
1,1,fake_auckland,1,0.5000005
1,1,fake_geneva,0,0.5
1,1,fake_geneva,1,0.4999995
1,1,fake_montreal,0,0.4999995
1,1,fake_montreal,1,0.5000005
1,1,fake_montreal,2,0.4999995
1,1,fake_paris,0,0.5000005
1,1,fake_paris,1,0.4999995
1,1,fake_paris,2,0.4999995
1,1,fake_sydney,0,0.5
